"wa_id","mal_id","title","work_type","genre","release","score","top_place"
8990,33206,"Кобаяси и её горничная-дракон [ТВ-1] [Miss Kobayashi's Dragon Maid]","ТВ (13 эп. + 8 спэшлов), 25 мин.","комедия, повседневность","c 12.01.2017 по 06.04.2017",8.0,861
8991,34321,"Судьба: Великий приказ - Первый приказ []","ТВ-спэшл, 72 мин.","приключения, фэнтези","31.12.2016",6.3,4293
8992,34173,"Buddy Go! (2016) []","Web (4 эп.), 2 мин.","комедия","c 01.10.2016 по 24.10.2016",5.8,""
8993,34905,"Duel Masters (2017) []","ТВ (51 эп.), 25 мин.","приключения","c 02.04.2017 по 25.03.2018","",""
8994,34207,"Dochamon Junior 2 []","ТВ (16 эп.), 10 мин.","приключения, комедия","c 10.10.2016 по 27.02.2017",2.0,""
8995,34888,"Не проиграйте, отряд сил зла! [Don't Lose!! Evil Corps!]","ТВ (12 эп.), 5 мин.","комедия","c 05.04.2017 по 21.06.2017",5.0,""
8996,37760,"Mecha-ude []","OVA (1 эп.), 25 мин.","приключения, фантастика, меха","01.10.2018",6.7,3414
8997,34148,"Кошачьи дни []","ТВ (12 эп.), 2 мин.","комедия, повседневность","c 08.01.2017 по 26.03.2017",6.6,3882
8998,34284,"Герой Юки Юна: Глава Суми Васио [ТВ] []","ТВ (6 эп.), 25 мин.","приключения, махо-сёдзё","c 07.10.2017 по 11.11.2017",7.1,""
8999,34374,"Герой Юки Юна: Глава Суми Васио (фильм) []","короткометражный фильм (3 эп.), 50 мин.","приключения, махо-сёдзё","c 18.03.2017 по 08.07.2017",7.3,2414
9000,34315,"Gekijouban Shimajirou no Wow! Shimajirou to Niji no Oasis []","полнометражный фильм, 60 мин.","приключения","10.03.2017",2.0,""
9001,34289,"Школьницы в ударе [Schoolgirl Strikers]","ТВ (13 эп.), 25 мин.","приключения","c 07.01.2017 по 01.04.2017",5.0,4624
9002,34302,"Eiga Precure Dream Stars! []","полнометражный фильм, 70 мин.","махо-сёдзё","18.03.2017",2.0,""
9003,34304,"Gekijouban PriPara: Minna de Kagayake! Kirarin Star Live! []","полнометражный фильм, 60 мин.","повседневность, музыкальный","04.03.2017","",""
9006,34310,"Eiga Tamagotchi Himitsu no Otodoke Daisakusen! []","короткометражный фильм, 10 мин.","приключения","28.04.2017",2.0,""
9007,34449,"Отражение []","ТВ (12 эп.), 25 мин.","приключения","c 22.07.2017 по 07.10.2017",5.6,4418
9008,28205,"Застёгнутые дни 2 []","Web (1 эп.), 10 мин.","приключения","01.08.2016",6.3,""
9009,23877,"Gondola []","OVA (1 эп.), 1 мин.","","05.12.1997",3.3,""
9010,34295,"Ай Май Ми [ТВ-3] []","ТВ (12 эп.), 4 мин.","комедия, повседневность","c 03.01.2017 по 21.03.2017",5.9,""
9011,34238,"Osomatsu-san: Ouma de Kobanashi [Osomatsu-san: An Anecdote with Horses]","ТВ-спэшл (1 эп.), 25 мин.","комедия","13.12.2016",7.2,""
9013,33308,"Детективная опера Милки Холмс: Весёлая-весёлая жемчужная ночь - Подарки Кена и Жанет []","ТВ-спэшл, 25 мин.","комедия","31.12.2016",5.8,""
9014,34350,"Алиса и Дзороку [Alice & Zoroku]","ТВ (12 эп.), 25 мин.","приключения, мистика","c 02.04.2017 по 25.06.2017",7.0,3210
9015,28381,"Monster High: Kowai-ke Girls []","Web (8 эп.), 4 мин.","комедия","c 22.10.2014 по 10.12.2014",2.0,""
9016,34394,"Герой Юки Юна: Член клуба []","короткометражный фильм (3 эп.), 8 мин.","комедия, повседневность","c 18.03.2017 по 08.07.2017",4.8,""
9017,33970,"Девушки и танки: Финал [Girls und Panzer das Finale]","короткометражный фильм (6 эп.), 50 мин.","приключения","c 09.12.2017",7.8,1403
9020,34389,"Квест Коро-сэнсэя! [Koro Sensei Quest!]","Web (12 эп.), 10 мин.","комедия","c 23.12.2016 по 10.03.2017",6.7,3609
9021,34391,"Мобильный воин Гандам: Грозовой сектор (второй сезон) []","Web (4 эп.), 25 мин.","приключения, фантастика, меха","c 24.03.2017 по 14.07.2017",7.2,""
9022,34392,"Из одной комнаты [ТВ-1] []","ТВ (12 эп. + спэшл), 4 мин.","повседневность","c 11.01.2017 по 29.03.2017",6.0,4441
9024,33371,"Атом: Начало []","ТВ (12 эп.), 25 мин.","приключения, фантастика","c 15.04.2017 по 08.07.2017",7.0,3087
9025,34403,"Моя первая гяру [My First Girlfriend is a Gal]","ТВ (10 эп.), 25 мин.","комедия, романтика, этти","c 12.07.2017 по 13.09.2017",6.4,4253
9026,33840,"Клуб кабуки []","ТВ (12 эп.), 25 мин.","комедия","c 07.04.2017 по 23.06.2017",7.0,3014
9027,34102,"Переустановка Сакурады [Sagrada Reset]","ТВ (24 эп.), 25 мин.","мистика, романтика","c 05.04.2017 по 13.09.2017",7.6,1704
9028,34402,"Love Kome: We Love Rice []","ТВ (12 эп.), 4 мин.","повседневность, комедия","c 05.04.2017 по 21.06.2017",3.8,""
9029,34019,"Цугумомо [ТВ-1] []","ТВ (12 эп.), 25 мин.","комедия, романтика, мистика, этти","c 02.04.2017 по 18.06.2017",6.9,3407
9030,34427,"Боевые куколки [ТВ] []","ТВ (12 эп.), 25 мин.","приключения, комедия, меха, этти","c 04.04.2017 по 20.06.2017",6.2,4199
9031,34430,"Детектив Конан (фильм 21) [Detective Conan: Crimson Love Letter]","полнометражный фильм, 115 мин.","приключения, детектив","15.04.2017",7.1,""
9032,34411,"Крошка Тайсё []","ТВ (12 эп. + спэшл), 4 мин.","приключения, романтика","c 06.10.2017 по 22.12.2017",4.7,4622
9033,34414,"Намбака (второй сезон) []","Web (12 эп.), 25 мин.","приключения, комедия","c 04.01.2017 по 22.03.2017",6.8,""
9034,34416,"The Snack World: Hitogirai no Renny []","короткометражный фильм, 10 мин.","приключения","17.12.2016",2.0,""
9035,33354,"Сакура - собирательница карт [ТВ-2] []","ТВ (22 эп.), 25 мин.","приключения, махо-сёдзё, романтика","c 07.01.2018 по 10.06.2018",7.5,2003
9036,34420,"Таверна «Нобу» в другом мире [Isekai Izakaya: Japanese Food from Another World]","Web (24 эп.), 15 мин.","повседневность, фэнтези","c 13.04.2018 по 14.09.2018",7.0,3098
9037,34096,"Гинтама [ТВ-5] [Gintama Season 4]","ТВ (12 эп.), 25 мин.","приключения, комедия","c 09.01.2017 по 27.03.2017",8.6,""
9038,34438,"Код Гиас: Восставший Лелуш (компиляция) []","полнометражный фильм (3 эп.), 135 мин.","приключения","c 21.10.2017 по 26.05.2018",7.3,""
9039,34290,"Хорошенькое лекарство: В моде []","ТВ (49 эп.), 25 мин.","приключения, махо-сёдзё","c 05.02.2017 по 28.01.2018",4.7,""
9040,34437,"Код Гиас: Лелуш воскресший [Code Geass: Lelouch of the Resurrection]","полнометражный фильм, 115 мин.","приключения, фантастика","09.02.2019",7.4,2030
9041,33035,"Формула жизни OVA []","OVA (1 эп.), 30 мин.","комедия, повседневность","22.02.2017",7.2,""
9042,33502,"Если будешь не занят, спасёшь меня от апокалипсиса? [World End: What Do You Do at the End of the World? Are You Busy? Will You Save Us?]","ТВ (12 эп.), 25 мин.","фэнтези, романтика, драма","c 11.04.2017 по 27.06.2017",7.7,1362
9043,34443,"Баки ONA-1 []","Web (26 эп.), 25 мин.","боевые искусства, спорт","c 25.06.2018 по 17.12.2018",6.9,3277
9044,34451,"Фронт кровавой блокады [ТВ-2] []","ТВ (12 эп.), 25 мин.","приключения, комедия, фэнтези","c 08.10.2017 по 24.12.2017",7.6,1590
9045,35248,"Измерение 18 []","ТВ (13 эп.), 25 мин.","приключения","c 07.07.2017 по 29.09.2017",6.3,4221
9046,34494,"Квест на фоне сакуры []","ТВ (25 эп.), 25 мин.","повседневность","c 06.04.2017 по 21.09.2017",7.4,2180
9047,34497,"Марш смерти в рапсодию параллельного мирa [Death March to the Parallel World Rhapsody]","ТВ (12 эп.), 25 мин.","приключения, фэнтези","c 11.01.2018 по 29.03.2018",7.0,3267
9048,34465,"Синий экзорцист OVA-1 []","OVA (1 эп.), 25 мин.","приключения, фэнтези","04.04.2017",7.0,""
9050,34488,"Gan Gan Ganko-chan []","ТВ (10 эп.), 5 мин.","приключения, комедия","c 19.12.2016 по 27.03.2017",2.0,""
9052,34498,"Как смотреть фейерверк [Fireworks]","полнометражный фильм, 90 мин.","романтика, драма, фантастика","18.08.2017",6.8,3591
9054,34467,"Театр тьмы [ТВ-4] []","ТВ (13 эп.), 5 мин.","ужасы","c 16.01.2017 по 27.03.2017",6.0,""
9055,34502,"Inazma Delivery []","ТВ (10 эп.), 2 мин.","комедия","c 09.12.2016 по 10.02.2017",5.0,""
9056,34501,"Боевой главарь банды: Девушка бьёт парней []","ТВ (12 эп.), 8 мин.","приключения","c 12.04.2017 по 28.06.2017",6.4,4018
9057,32262,"Любовь тирана [Love Tyrant]","ТВ (12 эп.), 25 мин.","комедия","c 07.04.2017 по 23.06.2017",6.5,4096
9058,34513,"Дни OVA-2 []","OVA (3 эп.), 30 мин.","спорт","c 16.03.2018 по 17.07.2018",7.4,""
9059,34504,"Члены Школьного совета (фильм первый) []","полнометражный фильм, 60 мин.","комедия","21.07.2017",7.5,1951
9060,34514,"Pokemon Generations []","Web (18 эп.), 5 мин.","приключения","c 16.09.2016 по 23.12.2016",5.8,""
9061,32887,"Может, я встречу тебя в подземелье? Меч Оратории [Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side]","ТВ (12 эп. + спэшл), 25 мин.","приключения, фэнтези","c 15.04.2017 по 01.07.2017",6.9,3359
9062,34550,"Смеющийся коммивояжер [The Laughing Salesman New]","ТВ (12 эп.), 25 мин.","комедия, драма","c 03.04.2017 по 19.06.2017",5.7,4404
9063,34541,"Мэри и ведьмин цветок [Mary and the Witch's Flower]","полнометражный фильм, 102 мин.","приключения, фэнтези","08.07.2017",7.5,1901
9064,34543,"Прыгай! []","ТВ (12 эп.), 25 мин.","спорт","c 07.07.2017 по 22.09.2017",6.5,3895
9065,34537,"Весенняя ночь коротка [The Night Is Short, Walk on Girl]","полнометражный фильм, 95 мин.","приключения","07.04.2017",8.0,933
9066,34540,"Покемон (фильм 20): Я выбираю тебя! [Pokemon the Movie 20: I Choose You!]","полнометражный фильм, 100 мин.","приключения, комедия","15.07.2017",7.0,2904
9067,34542,"Инуясики [Inuyashiki Last Hero]","ТВ (11 эп.), 25 мин.","приключения, фантастика, драма","c 13.10.2017 по 22.12.2017",7.6,1533
9068,34262,"Королевский репетитор [ТВ] [The Royal Tutor]","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 05.04.2017 по 21.06.2017",6.7,3750
9069,34565,"Повелитель хроноса [Chronos Ruler]","ТВ (13 эп.), 25 мин.","приключения, мистика","c 08.07.2017 по 30.09.2017",6.1,4388
9070,34566,"Боруто: Следующее поколение Наруто []","ТВ (>281 эп.), 25 мин.","приключения, фэнтези","c 05.04.2017","",""
9071,34866,"Югио! (2017) []","ТВ (120 эп.), 25 мин.","приключения, фэнтези","c 10.05.2017 по 25.09.2019",6.0,""
9072,34522,"Подъём, девчата! [ТВ-2] [Wake Up, Girls! New Chapter]","ТВ (12 эп.), 25 мин.","повседневность, музыкальный","c 10.10.2017 по 08.01.2018",6.0,""
9073,34561,"Возрождающие []","ТВ (22 эп.), 25 мин.","приключения, фэнтези","c 08.04.2017 по 16.09.2017",7.3,2530
9074,34572,"Чёрный клевер []","ТВ (170 эп.), 25 мин.","приключения, фэнтези","c 03.10.2017 по 30.03.2021",8.0,943
9075,34591,"Тетрадь дружбы Нацумэ (шестой сезон) []","ТВ (11 эп. + 2 спэшла), 25 мин.","мистика, повседневность","c 12.04.2017 по 21.06.2017",8.5,239
9076,33697,"Gravity Daze The Animation: Ouverture []","ТВ-спэшл, 20 мин.","приключения","26.12.2016",6.0,4176
9077,34547,"Империя Альтаир [Altair: A Record of Battles]","ТВ (24 эп.), 25 мин.","приключения, фэнтези","c 08.07.2017 по 23.12.2017",7.4,2246
9078,34309,"Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari []","ТВ (8 эп.), 5 мин.","комедия","c 05.12.2016 по 30.01.2017",2.0,""
9079,34580,"Семь – верно, три – неверно [Fastest Finger First]","ТВ (12 эп.), 25 мин.","комедия, спорт","c 05.07.2017 по 20.09.2017",6.5,4017
9080,34599,"Созданный в Бездне [ТВ-1] []","ТВ (13 эп.), 25 мин.","приключения, фэнтези, драма","c 07.07.2017 по 29.09.2017",8.9,25
9081,32407,"Механическая планета []","ТВ (12 эп.), 25 мин.","приключения","c 07.04.2017 по 23.06.2017",6.2,4382
9082,29643,"6HP []","ТВ (15 эп.), 25 мин.","приключения","c 30.12.2016","",""
9083,33478,"Хранитель вечности! Волшебный учитель Нэгима! 2 []","ТВ (12 эп.), 25 мин.","приключения","c 03.10.2017 по 19.12.2017",6.5,4036
9084,34961,"Страна снов и сто спящих принцев ONA []","Web (10 эп.), 9 мин.","комедия, повседневность","c 25.03.2017 по 23.12.2017",3.8,""
9085,34036,"Meitantei Conan: Episode One - Chiisaku Natta Meitantei []","ТВ-спэшл (1 эп.), 95 мин.","приключения, детектив","09.12.2016",7.7,""
9086,34552,"Фестиваль мечты! (второй сезон) [Dream Festival! R]","Web (12 эп.), 25 мин.","повседневность, музыкальный","c 23.08.2017 по 08.11.2017",4.0,""
9087,34589,"Онихэй OVA []","OVA (1 эп.), 40 мин.","приключения","22.02.2017",6.6,""
9088,32547,"Деревенская глубинка OVA-2 []","OVA (1 эп.), 25 мин.","повседневность, комедия","23.09.2016",7.7,""
9091,34636,"Добро пожаловать на паркет [Welcome to the Ballroom]","ТВ (24 эп.), 25 мин.","спорт, романтика, комедия","c 09.07.2017 по 17.12.2017",8.6,166
9092,34662,"Судьба: Апокриф []","ТВ (25 эп.), 25 мин.","приключения, фэнтези","c 02.07.2017 по 31.12.2017",6.7,3861
9093,33726,"Саюки: Новый взрыв []","ТВ (12 эп.), 25 мин.","приключения","c 05.07.2017 по 20.09.2017",7.4,2288
9094,34738,"Карикатуры дикой природы Сэнгоку [ТВ-2] []","ТВ (13 эп.), 3 мин.","комедия","c 15.01.2017 по 09.04.2017",6.5,""
9095,33184,"Боевая старшая школа для девочек []","ТВ (12 эп.), 25 мин.","приключения","c 03.07.2017 по 18.09.2017",5.3,4470
9096,34675,"Мир в суперпесочнице [World of Super Sand Box]","Web (20 эп.), 12 мин.","приключения","c 12.01.2017 по 08.06.2017",5.1,4533
9097,34792,"Лу за стеной [Lu Over The Wall]","полнометражный фильм, 110 мин.","комедия, фэнтези, повседневность","19.05.2017",7.5,2024
9098,34745,"Волшебный круг Гуру-Гуру [ТВ-3] []","ТВ (24 эп. + спэшлы), 25 мин.","приключения, комедия, фэнтези","c 12.07.2017 по 20.12.2017",7.9,1388
9099,34822,"Какая красивая луна! []","ТВ (12 эп.), 25 мин.","романтика","c 07.04.2017 по 30.06.2017",7.8,1140
9100,34052,"100% Pascal-sensei [100% Teacher Pascal]","ТВ (36 эп.), 12 мин.","комедия","c 15.04.2017 по 16.12.2017","",""
9101,34799,"Puripuri Chii-chan!! []","ТВ (36 эп.), 12 мин.","комедия","c 15.04.2017 по 16.12.2017","",""
9102,34712,"В песках поющие китята [Children of the Whales]","ТВ (12 эп. + 2 спэшла), 25 мин.","приключения, фэнтези","c 08.10.2017 по 24.12.2017",6.7,3680
9103,34223,"Mori no Yousei: Kinoko no Musume [Forest Fairy Five]","ТВ (13 эп.), 15 мин.","комедия","c 06.01.2017 по 31.03.2017",2.0,""
9104,33077,"Terajima-chou Kidan: Ginnagashi []","OVA (1 эп.), 40 мин.","комедия","15.01.1993","",""
9105,34741,"Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu []","ТВ (37 эп.), 25 мин.","приключения","c 15.04.2017 по 23.12.2017",2.0,""
9109,34755,"Eiga Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets []","короткометражный фильм, 30 мин.","приключения","25.08.2017","",""
9110,34756,"Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni []","короткометражный фильм, 50 мин.","приключения","25.08.2017",2.0,""
9112,20539,"Nameko-ke no Ichizoku []","OVA (13 эп.), 5 мин.","комедия, повседневность","c 20.12.2013 по 16.07.2014",2.0,""
9113,34787,"Idol Time PriPara []","ТВ (51 эп.), 25 мин.","повседневность, музыкальный","c 04.04.2017 по 27.03.2018",5.3,""
9114,34800,"Фруктовые героини []","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 07.07.2017 по 29.09.2017",6.6,3515
9115,34818,"Интернет «Сакура» []","Web, 4 мин.","приключения","26.01.2017",5.3,""
9117,34658,"Кошачий рай []","OVA (1 эп.), 60 мин.","комедия","22.12.2017",6.8,3629
9118,34830,"Танец с демонами (фильм) []","полнометражный фильм, 65 мин.","романтика","04.11.2017",5.5,""
9119,16774,"Адский полицейский []","Web (13 эп. + спэшлы), 3 мин.","приключения, комедия","c 25.12.2012 по 19.03.2013",5.8,4367
9120,10813,"Хайди - девочка Альп (пайлот) []","короткометражный фильм, 5 мин.","повседневность","??.??.1967",5.0,""
9121,34834,"Удача и логика: Иная история []","Web (12 эп.), 25 мин.","приключения, фэнтези","c 24.06.2017 по 16.09.2017",5.8,4254
9122,34644,"Храбрые ведьмы OVA []","OVA (1 эп.), 25 мин.","приключения, комедия","13.05.2017",6.3,""
9123,34825,"Чистюля Аояма [Clean Freak! Aoyama-kun]","ТВ (12 эп.), 25 мин.","комедия","c 03.07.2017 по 18.09.2017",6.5,4075
9124,34839,"Парни «Санрио» [Sanrio Boys]","ТВ (12 эп.), 25 мин.","повседневность","c 06.01.2018 по 24.03.2018",5.4,4517
9125,34863,"Танец мечей: Цветочный круг [ТВ-2] []","ТВ (12 эп.), 25 мин.","повседневность, комедия","c 08.01.2018 по 26.03.2018",5.7,4184
9126,34474,"Лунный проект [ТВ-1] []","ТВ (13 эп.), 25 мин.","повседневность, музыкальный","c 04.10.2017 по 27.12.2017",6.7,""
9127,34881,"Дурочка []","ТВ (12 эп.), 15 мин.","комедия, повседневность","c 04.07.2017 по 19.09.2017",7.4,2207
9129,"","Sagaken o Meguru Animation (2017) []","короткометражный фильм (2 эп.), 15 мин.","повседневность","11.03.2017",2.0,""
9130,34852,"Pikaia!! []","ТВ (13 эп.), 15 мин.","приключения, образовательный","c 26.02.2017 по 27.05.2017",2.0,""
9131,34871,"Вперёд, Анпанман! (фильм #29) []","полнометражный фильм, 65 мин.","приключения","01.07.2017","",""
9133,34893,"Эншиэн и волшебный планшет []","Web (2 эп.), 15 мин.","приключения, фэнтези","c 10.03.2017 по 17.03.2017",5.7,""
9134,34901,"Beyblade Burst God []","ТВ (51 эп.), 25 мин.","приключения","c 03.04.2017 по 26.03.2018","",""
9135,34902,"Молодые бездельники [Tsuredure Children]","ТВ (12 эп.), 15 мин.","романтика, комедия","c 04.07.2017 по 19.09.2017",8.1,623
9137,33889,"И все же грешник танцует с драконом [Dances with the Dragons]","ТВ (12 эп.), 25 мин.","приключения, фэнтези","c 06.04.2018 по 22.06.2018",6.1,4403
9138,34933,"Безумный азарт [ТВ-1] []","ТВ (12 эп. + спэшлы), 25 мин.","драма","c 01.07.2017 по 23.09.2017",7.4,2075
9139,34393,"Сосед по комнате []","ТВ (12 эп.), 4 мин.","повседневность","c 12.04.2017 по 28.06.2017",4.3,4640
9140,30778,"Gekijouban Fairy Tail: Dragon Cry []","полнометражный фильм, 85 мин.","приключения","06.05.2017",7.4,2171
9141,34934,"Любовь и ложь [Love and Lies]","ТВ (12 эп.), 25 мин.","романтика","c 04.07.2017 по 19.09.2017",6.4,4148
9142,34915,"Идолмастер: Мальчики []","ТВ (13 эп. + спэшл), 25 мин.","повседневность, музыкальный","c 07.10.2017 по 30.12.2017",3.9,""
9143,33797,"ID-0 []","ТВ (12 эп.), 25 мин.","приключения, фантастика, меха","c 09.04.2017 по 25.06.2017",6.3,3872
9144,34944,"Проза бродячих псов. Фильм []","полнометражный фильм, 90 мин.","приключения","03.03.2018",7.1,3008
9145,34368,"Инспекторы чудес Ватикана [Vatican Miracle Examiner]","ТВ (12 эп.), 25 мин.","мистика, драма","c 07.07.2017 по 22.09.2017",6.4,4113
9146,32936,"Серебряный страж [ТВ-1] [The Silver Guardian]","ТВ (12 эп.), 15 мин.","приключения, фэнтези","c 01.04.2017 по 17.06.2017",5.4,4628
9148,32806,"Aikatsu! Nerawareta Mahou no Aikatsu! Card []","короткометражный фильм, 30 мин.","махо-сёдзё","13.08.2016",4.7,""
9149,34928,"Akindo Sei no Little Peso []","ТВ (12 эп.), 5 мин.","приключения","c 03.04.2017 по 19.06.2017",2.0,""
9152,34984,"Любовь похожа на прошедший дождь [After the Rain]","ТВ (12 эп.), 25 мин.","романтика","c 12.01.2018 по 30.03.2018",7.6,1644
9153,34966,"Адская девочка (четвёртый сезон) [Hell Girl: Fourth Twilight]","ТВ (12 эп.), 25 мин.","мистика","c 15.07.2017 по 30.09.2017",6.4,4108
9154,34927,"Rilu Rilu Fairilu: Mahou no Kagami []","ТВ (51 эп.), 25 мин.","повседневность","c 07.04.2017 по 30.03.2018",3.2,""
9155,34975,"Marvel Future Avengers []","ТВ (26 эп.), 25 мин.","приключения","c 22.07.2017 по 20.01.2018",3.0,""
9156,33027,"Отряд «Инфинити» []","Web (12 эп.), 25 мин.","приключения, фантастика","c 26.09.2017 по 19.12.2017",5.0,""
9157,35062,"Невеста чародея [ТВ-1] [The Ancient Magus' Bride]","ТВ (24 эп.), 25 мин.","фэнтези, повседневность","c 08.10.2017 по 23.03.2018",7.7,1508
9159,35069,"Тёмная книга мира [The World Yamizukan]","ТВ (13 эп.), 5 мин.","ужасы","c 07.04.2017 по 26.06.2017",3.6,""
9160,35075,"Хладнокровный Ходзуки [ТВ-2, первый сезон] [Hozuki's Coolheadedness 2]","ТВ (13 эп.), 25 мин.","комедия, фэнтези","c 08.10.2017 по 31.12.2017",8.0,950
9161,35015,"В случае с братом медицина бессильна! [ТВ-1] []","ТВ (12 эп.), 4 мин.","комедия, повседневность","c 07.04.2017 по 30.05.2017",7.4,2117
9162,34978,"Ниндзя Нобунаги [ТВ-2] [Ninja Girl & Samurai Master: Ise and Kanegasaki Arc]","ТВ (26 эп.), 4 мин.","комедия","c 08.04.2017 по 30.09.2017",7.6,""
9163,35073,"Повелитель [ТВ-2] []","ТВ (13 эп.), 25 мин.","приключения, фэнтези","c 09.01.2018 по 03.04.2018",7.6,1546
9164,34104,"Рыцари и магия []","ТВ (13 эп.), 25 мин.","приключения, фэнтези, меха","c 02.07.2017 по 24.09.2017",7.2,2672
9165,34670,"Monster Strike Anime [Monster Strike the Anime 2nd Season]","Web (23 эп.), 15 мин.","приключения, фэнтези","c 01.04.2017 по 02.09.2017",5.0,""
9166,34836,"Future Card Buddyfight Batzz [Future Card Buddyfight X]","ТВ (52 эп.), 25 мин.","приключения","c 01.04.2017 по 31.03.2018","",""
9167,35110,"Волейбол (компиляция 2) []","полнометражный фильм (2 эп.), 90 мин.","спорт","c 15.09.2017 по 29.09.2017",7.7,""
9170,34973,"Живая любовь! Сияние [ТВ-2] [Love Live! Sunshine!! Season 2]","ТВ (13 эп.), 25 мин.","повседневность, музыкальный","c 07.10.2017 по 30.12.2017",6.5,""
9171,34974,"Клетка с насекомыми []","полнометражный фильм, 75 мин.","приключения","18.08.2018",4.7,4652
9172,34979,"Асибэ и Гома [ТВ-2] []","ТВ (32 эп.), 9 мин.","повседневность, комедия","c 04.04.2017 по 13.02.2018",3.0,""
9173,35000,"Любовные неприятности OVA-3 []","OVA (1 эп.), 12 мин.","комедия","02.11.2017",6.9,""
9174,35006,"Happy Party Train []","музыкальное видео","музыкальный","05.04.2017","",""
9175,35180,"Мартовский лев [ТВ-2] []","ТВ (22 эп.), 25 мин.","повседневность, спорт","c 14.10.2017 по 31.03.2018",8.4,""
9176,33828,"Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch []","полнометражный фильм, 100 мин.","драма","19.10.2002",6.5,""
9179,"","Osomatsu-san: Sentou Quiz 2 []","короткометражный фильм","комедия","06.04.2017","",""
9180,35074,"Eiga Kaiketsu Zorori: Double Z no Himitsu []","полнометражный фильм, 70 мин.","приключения, комедия","25.11.2017",2.0,""
9181,35076,"Война двенадцати [Juni Taisen: Zodiac War]","ТВ (12 эп.), 25 мин.","приключения, фэнтези","c 03.10.2017 по 19.12.2017",7.0,3235
9182,35078,"Трёхцветные звёздочки []","ТВ (12 эп.), 25 мин.","комедия, повседневность","c 07.01.2018 по 25.03.2018",6.9,3378
9183,35079,"Путешествие Кино: Прекрасный мир [ТВ-2] [Kino no Tabi: The Beautiful World - The Animated Series]","ТВ (12 эп.), 25 мин.","приключения","c 06.10.2017 по 22.12.2017",7.5,1825
9184,35114,"Свет морского ангела [Lights of the Clione]","ТВ (12 эп.), 9 мин.","повседневность","c 12.07.2017 по 27.09.2017",5.4,4488
9185,35120,"Человек-дьявол: Плач []","Web (10 эп.), 25 мин.","приключения, фэнтези","05.01.2018",7.5,1870
9186,35134,"Koukyoushihen: Eureka Seven - Hi-Evolution []","полнометражный фильм (3 эп.), 90 мин.","приключения","c 16.09.2017 по 26.11.2021",6.2,""
9188,35182,"Красавцы из клуба защитников Земли OVA []","OVA (1 эп.), 60 мин.","приключения, комедия","26.08.2017",5.5,""
9189,33845,"Вольный стиль! (компиляция 1-2) []","полнометражный фильм (2 эп.), 100 мин.","повседневность, спорт","c 22.04.2017 по 01.07.2017",7.2,""
9190,35198,"Вольный стиль! (фильм второй) []","полнометражный фильм, 100 мин.","повседневность, спорт","28.10.2017",7.3,2422
9191,35203,"В другом мире со смартфоном [ТВ-1] [In Another World With My Smartphone]","ТВ (12 эп.), 25 мин.","приключения, комедия, фэнтези","c 11.07.2017 по 26.09.2017",6.7,3831
9192,35206,"Eiga Kirakira Precure A La Mode: Paris to! Omoide no Mille-Feuille! []","полнометражный фильм, 65 мин.","махо-сёдзё","28.10.2017","",""
9193,35004,"T-sensei []","Web (10 эп.), 3 мин.","комедия","c 05.06.2017 по 16.06.2017",2.0,""
9194,35183,"Денежное поле [ТВ-1] [Gurazeni: Money Pitch]","ТВ (12 эп.), 25 мин.","спорт","c 06.04.2018 по 22.06.2018",5.8,4343
9195,35220,"Весёлые деньки в общежитии монстров [Elegant Yokai Apartment Life]","ТВ (26 эп.), 25 мин.","повседневность, мистика","c 03.07.2017 по 25.12.2017",7.1,2998
9196,34820,"Мазингер Зет: Инфинити []","полнометражный фильм, 95 мин.","приключения","31.10.2017","",""
9197,34525,"Хлопоты кентавра [A Centaur's Life]","ТВ (12 эп.), 25 мин.","повседневность, комедия","c 09.07.2017 по 24.09.2017",6.7,3780
9198,35222,"Школьные няни [School Babysitters]","ТВ (12 эп. + спэшл), 25 мин.","комедия, повседневность","c 07.01.2018 по 25.03.2018",7.4,2255
9199,35159,"Kimi no Hikari: Asagao to Kase-san. []","музыкальное видео, 7 мин.","повседневность","07.05.2017",6.5,""
9200,35224,"Мобильный воин Гандам: Сумеречная ось [Mobile Suit Gundam Twilight Axis]","Web (6 эп.), 3 мин.","приключения, фантастика, меха","c 23.06.2017 по 01.09.2017",5.4,""
9201,35240,"Принцесса-шпионка []","ТВ (12 эп.), 25 мин.","приключения","c 09.07.2017 по 24.09.2017",7.4,2134
9202,33218,"Задушевный голос []","полнометражный фильм, 95 мин.","повседневность","25.08.2017",7.4,2302
9203,34903,"Робомастера []","ТВ (6 эп.), 25 мин.","приключения, меха","c 13.10.2017 по 17.11.2017",6.4,3871
9204,34771,"Динамический аккорд []","ТВ (12 эп.), 25 мин.","повседневность, музыкальный","c 06.10.2017 по 22.12.2017",3.5,""
9205,34280,"Геймеры! []","ТВ (12 эп.), 25 мин.","комедия, романтика","c 13.07.2017 по 28.09.2017",7.1,2975
